temperature_K,bit_rate_bits_per_s,Pmin_W
600.0,2.481126055137755e+28,142465210.3103833
600.0,3.0545682465154193e+28,175392018.7755542
600.0,3.76054539965816e+28,215928928.7759702
600.0,4.629689226627258e+28,265834800.28246608
600.0,5.699711094326076e+28,327275004.0571822
600.0,7.017038286703837e+28,402915375.138314
600.0,8.6388284427404e+28,496037881.0185041
600.0,1.0635449574860068e+29,610683023.2548549
600.0,1.3093533273536067e+29,751825151.187955
600.0,1.6119733573881556e+29,925588294.4741708
600.0,1.984535457805803e+29,1139511879.2101
600.0,2.443204762186472e+29,1402877856.8322291
600.0,3.0078825180430836e+29,1727113439.6198235
600.0,3.7030695840051255e+29,2126286917.1311939
600.0,4.55892949998105e+29,2617718066.6016197
600.0,5.6125972559549656e+29,3222729642.4594984
600.0,6.909790545715645e+29,3967572551.413242
600.0,8.5067934163641e+29,4884564855.621607
600.0,1.0472898382363531e+30,6013494024.268165
600.0,1.2893412965257104e+30,7403343275.97068
600.0,1.5873361110102054e+30,9114416916.466555
600.0,1.9542040079740515e+30,11220956888.059433
600.0,2.4058630546440668e+30,13814364060.548231
600.0,2.961910329772535e+30,17007164032.547016
600.0,3.64647222321273e+30,20937889515.73964
600.0,4.4892512582185893e+30,25777091144.31733
600.0,5.526814857144591e+30,31734737513.203007
600.0,6.804181968927094e+30,39069325526.04613
600.0,8.376776400682925e+30,48099096342.77286
600.0,1.0312831606721785e+31,59215843576.541466
600.0,1.2696351276599676e+31,72901912865.31995
600.0,1.563075417945811e+31,89751130414.16049
600.0,1.924336141115976e+31,110494568578.75677
600.0,2.369092074182632e+31,136032266435.71388
600.0,2.916640776023707e+31,167472281666.47372
600.0,3.590739891061033e+31,206178768180.92206
600.0,4.420637972028511e+31,253831165525.42172
600.0,5.44234354830025e+31,312497068250.28876
600.0,6.700187503509577e+31,384721936972.8865
600.0,8.248746552614582e+31,473639543618.4476
600.0,1.0155211276345609e+32,583107942958.032
600.0,1.2502301459914586e+32,717876870126.0736
600.0,1.539185522990199e+32,883793827344.7428
600.0,1.8949247718738002e+32,1088057801772.4596
600.0,2.3328830978641535e+32,1339531623065.0054
600.0,2.8720631177978515e+32,1649126513562.2
600.0,3.535859366535183e+32,2030275516386.0686
600.0,4.353073364731865e+32,2499516343068.756
600.0,5.3591632908484485e+32,3077208929942.981
600.0,6.59778247953952e+32,3788418837420.0615
600.0,8.12267350047977e+32,4664004822053.181
600.0,1e+33,5741957770157.447
